"player"	"number"	"team"	"league"	"nationality"	"region"	"height"	"weight"	"age"	"foot"	"position"	"attacking"	"ball_control"	"dribbling"	"low_pass"	"air_pass"	"finishing"	"place_kicking"	"swerve"	"header"	"defensive"	"ball_winning"	"kicking_power"	"speed"	"explosive_power"	"unwavering_balance"	"physical_contact"	"jump"	"goalkeeping"	"gk_catch"	"clearing"	"reflexes"	"coverage"	"stamina"	"weak_foot_usage"	"weak_foot_accuracy"	"form"	"injury_resistance"	"overall"
"G. MURRAY"	"17"	"EAST SUSSEX"	"English League"	"ENGLAND"	"Europe"	"183"	"80"	"35"	"Right foot"	"CF"	"82"	"73"	"69"	"71"	"66"	"80"	"60"	"69"	"83"	"54"	"55"	"78"	"65"	"66"	"77"	"81"	"84"	"40"	"40"	"40"	"40"	"40"	"73"	"2"	"2"	"4"	"2"	"76"
"M. DIOUF"	"18"	"ST RED"	"English 2nd Division"	"SENEGAL"	"Africa"	"185"	"79"	"31"	"Right foot"	"CF"	"76"	"74"	"73"	"70"	"67"	"76"	"62"	"64"	"83"	"60"	"60"	"78"	"85"	"81"	"65"	"79"	"89"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"4"	"2"	"76"
"G. CARRILLO"	"9"	"MD BLUE WHITE"	"Spanish League"	"ARGENTINA"	"South America"	"191"	"87"	"27"	"Right foot"	"CF"	"83"	"70"	"69"	"66"	"61"	"79"	"57"	"59"	"87"	"60"	"53"	"78"	"74"	"76"	"68"	"86"	"79"	"40"	"40"	"40"	"40"	"40"	"77"	"2"	"3"	"4"	"2"	"76"
"J. BUFFARINI"	"4"	"BOCA JUNIORS"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"172"	"72"	"30"	"Right foot"	"RB"	"72"	"72"	"74"	"72"	"75"	"68"	"66"	"74"	"64"	"63"	"66"	"78"	"83"	"80"	"76"	"69"	"69"	"40"	"40"	"40"	"40"	"40"	"82"	"2"	"2"	"4"	"2"	"76"
"É. ÁLVAREZ"	"23"	"BASEL"	"Raiffeisen Super League"	"COLOMBIA"	"South America"	"181"	"84"	"25"	"Left foot"	"CB"	"59"	"70"	"67"	"69"	"74"	"55"	"58"	"64"	"76"	"78"	"77"	"74"	"79"	"71"	"61"	"81"	"83"	"40"	"40"	"40"	"40"	"40"	"79"	"2"	"3"	"6"	"1"	"76"
"F. MUSSIS"	"7"	"SAN LORENZO"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"174"	"75"	"26"	"Right foot"	"CMF"	"72"	"77"	"70"	"73"	"76"	"70"	"66"	"75"	"64"	"69"	"74"	"80"	"76"	"76"	"82"	"72"	"76"	"40"	"40"	"40"	"40"	"40"	"84"	"4"	"3"	"4"	"2"	"76"
"R. DELGADO"	"33"	"DEFENSA Y JUSTICIA"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"178"	"78"	"28"	"Left foot"	"LB"	"70"	"75"	"74"	"69"	"75"	"68"	"70"	"80"	"66"	"69"	"68"	"83"	"80"	"76"	"76"	"68"	"70"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"2"	"4"	"2"	"76"
"D. CHERYSHEV"	"11"	"ED WHITE ORANGE"	"Spanish League"	"RUSSIA"	"Europe"	"179"	"74"	"28"	"Left foot"	"LWF"	"75"	"78"	"83"	"79"	"72"	"69"	"71"	"72"	"63"	"51"	"54"	"71"	"82"	"78"	"70"	"71"	"69"	"40"	"40"	"40"	"40"	"40"	"74"	"2"	"2"	"5"	"2"	"76"
"W. SAÏD"	"9"	"DIJON"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"171"	"75"	"23"	"Right foot"	"SS"	"77"	"80"	"80"	"75"	"69"	"75"	"61"	"65"	"62"	"53"	"52"	"77"	"80"	"81"	"83"	"72"	"61"	"40"	"40"	"40"	"40"	"40"	"77"	"2"	"2"	"4"	"2"	"76"
"A. PETAGNA"	"37"	"SPAL"	"Italian League"	"ITALY"	"Europe"	"190"	"88"	"23"	"Left foot"	"CF"	"74"	"80"	"81"	"78"	"78"	"71"	"63"	"68"	"82"	"50"	"57"	"80"	"80"	"72"	"72"	"89"	"78"	"40"	"40"	"40"	"40"	"40"	"82"	"3"	"3"	"5"	"3"	"76"
"VICTOR LUIS"	"26"	"PALMEIRAS"	"Campeonato Brasileiro"	"BRAZIL"	"South America"	"180"	"77"	"25"	"Left foot"	"LB"	"71"	"74"	"76"	"68"	"73"	"56"	"64"	"68"	"65"	"68"	"68"	"75"	"81"	"78"	"70"	"73"	"72"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"4"	"2"	"76"
"IVAN CAVALEIRO"	"7"	"WM GOLD"	"English League"	"PORTUGAL"	"Europe"	"175"	"73"	"25"	"Right foot"	"RWF"	"73"	"77"	"79"	"69"	"74"	"72"	"61"	"70"	"62"	"47"	"46"	"79"	"90"	"88"	"79"	"78"	"61"	"40"	"40"	"40"	"40"	"40"	"73"	"3"	"3"	"5"	"2"	"76"
"VÍCTOR CAMARASA"	"21"	"SOUTH WALES"	"English League"	"SPAIN"	"Europe"	"183"	"76"	"24"	"Right foot"	"AMF"	"72"	"81"	"73"	"80"	"76"	"69"	"68"	"70"	"69"	"58"	"73"	"76"	"71"	"76"	"64"	"76"	"76"	"40"	"40"	"40"	"40"	"40"	"75"	"3"	"2"	"4"	"2"	"76"
"D. SINKGRAVEN"	"8"	"AJAX"	"Eredivisie"	"NETHERLANDS"	"Europe"	"179"	"64"	"23"	"Left foot"	"LB"	"72"	"79"	"76"	"75"	"72"	"64"	"71"	"75"	"66"	"65"	"69"	"73"	"77"	"78"	"73"	"66"	"70"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"2"	"5"	"1"	"76"
"Y. MUTO"	"13"	"TYNESIDE"	"English League"	"JAPAN"	"Asia-Oceania"	"178"	"72"	"26"	"Right foot"	"CF"	"76"	"77"	"78"	"76"	"73"	"77"	"63"	"66"	"75"	"58"	"51"	"73"	"82"	"83"	"68"	"75"	"79"	"40"	"40"	"40"	"40"	"40"	"79"	"3"	"3"	"4"	"3"	"76"
"G. CUÉLLAR"	"8"	"FLAMENGO"	"Campeonato Brasileiro"	"COLOMBIA"	"South America"	"176"	"74"	"26"	"Right foot"	"DMF"	"68"	"76"	"73"	"70"	"73"	"68"	"61"	"66"	"66"	"72"	"82"	"73"	"74"	"77"	"73"	"80"	"70"	"40"	"40"	"40"	"40"	"40"	"82"	"2"	"2"	"5"	"2"	"76"
"M. LEMOS"	"5"	"SASSUOLO"	"Italian League"	"URUGUAY"	"South America"	"184"	"85"	"23"	"Right foot"	"CB"	"63"	"70"	"69"	"75"	"71"	"58"	"82"	"77"	"77"	"76"	"76"	"84"	"78"	"73"	"70"	"75"	"78"	"40"	"40"	"40"	"40"	"40"	"74"	"2"	"2"	"4"	"3"	"76"
"M. PAŠALIC"	"88"	"ATALANTA"	"Italian League"	"CROATIA"	"Europe"	"188"	"82"	"23"	"Left foot"	"CMF"	"71"	"77"	"76"	"78"	"75"	"69"	"67"	"73"	"72"	"67"	"67"	"78"	"69"	"68"	"74"	"78"	"71"	"40"	"40"	"40"	"40"	"40"	"80"	"3"	"3"	"4"	"3"	"76"
"B. SARMIENTO"	"10"	"NEWELL'S OLD BOYS"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"166"	"66"	"28"	"Right foot"	"AMF"	"70"	"80"	"81"	"76"	"78"	"72"	"72"	"79"	"57"	"50"	"46"	"75"	"79"	"86"	"79"	"62"	"68"	"40"	"40"	"40"	"40"	"40"	"67"	"2"	"3"	"4"	"2"	"76"
"N. DIRAR"	"17"	"FENERBAHÇE"	"Spor Toto Süper Lig"	"MOROCCO"	"Africa"	"187"	"82"	"32"	"Right foot"	"RMF"	"76"	"77"	"79"	"78"	"79"	"67"	"68"	"77"	"62"	"59"	"62"	"76"	"79"	"77"	"73"	"80"	"68"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"6"	"2"	"76"
"DANIEL AYALA"	"4"	"TEESSIDE"	"English 2nd Division"	"SPAIN"	"Europe"	"190"	"81"	"28"	"Right foot"	"CB"	"62"	"68"	"67"	"65"	"67"	"56"	"55"	"61"	"83"	"80"	"81"	"78"	"73"	"75"	"63"	"82"	"77"	"40"	"40"	"40"	"40"	"40"	"79"	"2"	"2"	"6"	"2"	"76"
"WEVERTON"	"21"	"PALMEIRAS"	"Campeonato Brasileiro"	"BRAZIL"	"South America"	"189"	"84"	"31"	"Right foot"	"GK"	"47"	"64"	"54"	"58"	"64"	"44"	"55"	"59"	"60"	"69"	"65"	"80"	"68"	"61"	"60"	"82"	"83"	"82"	"83"	"84"	"87"	"83"	"69"	"2"	"2"	"5"	"2"	"76"
"IAGO HERRERÍN"	"13"	"PV WHITE RED"	"Spanish League"	"SPAIN"	"Europe"	"187"	"89"	"30"	"Right foot"	"GK"	"42"	"53"	"50"	"55"	"63"	"41"	"50"	"52"	"60"	"45"	"46"	"81"	"64"	"67"	"55"	"79"	"78"	"87"	"87"	"83"	"80"	"84"	"65"	"2"	"1"	"4"	"3"	"76"
"RÚBEN VEZO"	"3"	"ED WHITE ORANGE"	"Spanish League"	"PORTUGAL"	"Europe"	"183"	"80"	"24"	"Right foot"	"CB"	"60"	"62"	"58"	"60"	"59"	"56"	"58"	"61"	"83"	"80"	"78"	"69"	"81"	"78"	"64"	"86"	"84"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"5"	"3"	"76"
"S. RIBAS"	"37"	"LANÚS"	"Superliga Quilmes Clásica"	"URUGUAY"	"South America"	"189"	"80"	"30"	"Right foot"	"CF"	"79"	"75"	"72"	"70"	"65"	"77"	"66"	"67"	"82"	"51"	"52"	"83"	"76"	"70"	"74"	"86"	"83"	"40"	"40"	"40"	"40"	"40"	"77"	"2"	"3"	"6"	"2"	"76"
"JUCILEI"	"8"	"SÃO PAULO"	"Campeonato Brasileiro"	"BRAZIL"	"South America"	"185"	"79"	"30"	"Right foot"	"DMF"	"58"	"80"	"78"	"78"	"76"	"60"	"50"	"63"	"67"	"75"	"75"	"76"	"77"	"73"	"65"	"76"	"72"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"5"	"3"	"76"
"JOZABED"	"21"	"GA CYAN"	"Spanish League"	"SPAIN"	"Europe"	"180"	"69"	"27"	"Right foot"	"CMF"	"80"	"81"	"73"	"79"	"74"	"73"	"67"	"71"	"68"	"57"	"74"	"71"	"68"	"72"	"72"	"67"	"67"	"40"	"40"	"40"	"40"	"40"	"78"	"3"	"3"	"4"	"2"	"76"
"MANU GARCÍA"	"19"	"PV SKY BLUE WHITE"	"Spanish League"	"SPAIN"	"Europe"	"182"	"74"	"32"	"Left foot"	"DMF"	"71"	"76"	"69"	"76"	"68"	"63"	"65"	"65"	"77"	"75"	"78"	"73"	"71"	"74"	"65"	"78"	"73"	"40"	"40"	"40"	"40"	"40"	"81"	"2"	"2"	"4"	"3"	"76"
"W. MORGAN"	"5"	"EAST MIDLANDS"	"English League"	"JAMAICA"	"North & Central America"	"186"	"101"	"34"	"Right foot"	"CB"	"59"	"67"	"63"	"66"	"62"	"56"	"55"	"54"	"81"	"84"	"83"	"68"	"65"	"62"	"67"	"92"	"82"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"4"	"3"	"76"
"L. MOORE"	"6"	"BERKSHIRE BLUES"	"English 2nd Division"	"ENGLAND"	"Europe"	"186"	"86"	"25"	"Right foot"	"CB"	"58"	"72"	"68"	"69"	"67"	"55"	"57"	"59"	"79"	"80"	"78"	"69"	"75"	"72"	"77"	"82"	"79"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"2"	"5"	"2"	"76"
"D. STEPHENS"	"6"	"EAST SUSSEX"	"English League"	"ENGLAND"	"Europe"	"185"	"71"	"29"	"Right foot"	"CMF"	"71"	"76"	"70"	"79"	"76"	"68"	"66"	"69"	"67"	"74"	"76"	"72"	"68"	"68"	"68"	"72"	"88"	"40"	"40"	"40"	"40"	"40"	"83"	"2"	"2"	"6"	"2"	"76"
"DIEGO RICO"	"21"	"EAST DORSETSHIRE"	"English League"	"SPAIN"	"Europe"	"183"	"76"	"25"	"Left foot"	"LB"	"69"	"67"	"66"	"67"	"66"	"64"	"69"	"71"	"69"	"72"	"76"	"82"	"79"	"78"	"70"	"74"	"75"	"40"	"40"	"40"	"40"	"40"	"81"	"1"	"1"	"5"	"2"	"76"
"GUERRERO"	"9"	"OLYMPIAKOS PIRAEUS"	"Other European Leagues"	"SPAIN"	"Europe"	"180"	"79"	"28"	"Right foot"	"CF"	"81"	"78"	"74"	"73"	"63"	"75"	"65"	"69"	"75"	"52"	"61"	"81"	"77"	"73"	"69"	"75"	"79"	"40"	"40"	"40"	"40"	"40"	"76"	"1"	"1"	"4"	"2"	"76"
"F. DI FRANCESCO"	"34"	"SASSUOLO"	"Italian League"	"ITALY"	"Europe"	"180"	"75"	"24"	"Right foot"	"RWF"	"75"	"78"	"80"	"74"	"71"	"67"	"70"	"70"	"67"	"54"	"52"	"81"	"80"	"81"	"80"	"66"	"69"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"3"	"4"	"2"	"76"
"AYOZE PÉREZ"	"17"	"TYNESIDE"	"English League"	"SPAIN"	"Europe"	"179"	"66"	"25"	"Right foot"	"SS"	"78"	"79"	"80"	"73"	"61"	"77"	"72"	"79"	"67"	"49"	"51"	"71"	"78"	"80"	"82"	"61"	"73"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"3"	"4"	"2"	"76"
"F. CHAFIK"	"26"	"DIJON"	"Ligue 1 Conforama"	"MOROCCO"	"Africa"	"183"	"72"	"32"	"Right foot"	"RB"	"69"	"71"	"70"	"74"	"77"	"52"	"51"	"75"	"63"	"74"	"73"	"64"	"80"	"77"	"77"	"75"	"69"	"40"	"40"	"40"	"40"	"40"	"86"	"2"	"2"	"5"	"3"	"76"
"JÚLIO TAVARES"	"11"	"DIJON"	"Ligue 1 Conforama"	"CAPE VERDE"	"Africa"	"187"	"84"	"30"	"Right foot"	"CF"	"81"	"74"	"74"	"73"	"67"	"78"	"58"	"65"	"80"	"48"	"50"	"78"	"73"	"74"	"69"	"86"	"76"	"40"	"40"	"40"	"40"	"40"	"77"	"2"	"2"	"5"	"3"	"76"
"W. HUGHES"	"19"	"HERTFORDSHIRE"	"English League"	"ENGLAND"	"Europe"	"185"	"74"	"23"	"Left foot"	"CMF"	"75"	"79"	"78"	"80"	"75"	"64"	"63"	"66"	"60"	"66"	"71"	"72"	"69"	"74"	"81"	"64"	"70"	"40"	"40"	"40"	"40"	"40"	"79"	"2"	"3"	"7"	"2"	"76"
"J. HENDRICK"	"13"	"LANCASHIRE CLARET"	"English League"	"IRELAND"	"Europe"	"185"	"79"	"26"	"Right foot"	"AMF"	"74"	"76"	"77"	"78"	"72"	"69"	"67"	"73"	"69"	"72"	"72"	"75"	"71"	"74"	"76"	"74"	"75"	"40"	"40"	"40"	"40"	"40"	"82"	"2"	"2"	"4"	"3"	"76"
"BUSTINZA"	"3"	"MD BLUE WHITE"	"Spanish League"	"SPAIN"	"Europe"	"175"	"75"	"26"	"Right foot"	"RB"	"64"	"76"	"66"	"71"	"68"	"58"	"59"	"66"	"79"	"82"	"85"	"74"	"74"	"70"	"72"	"75"	"78"	"40"	"40"	"40"	"40"	"40"	"77"	"2"	"2"	"4"	"2"	"76"
"D. SAKHO"	"67"	"BURSASPOR"	"Spor Toto Süper Lig"	"SENEGAL"	"Africa"	"184"	"79"	"29"	"Right foot"	"CF"	"80"	"76"	"74"	"69"	"64"	"78"	"65"	"62"	"82"	"48"	"52"	"74"	"77"	"76"	"65"	"80"	"81"	"40"	"40"	"40"	"40"	"40"	"73"	"2"	"2"	"4"	"1"	"76"
"D. INGS"	"9"	"HAMPSHIRE RED"	"English League"	"ENGLAND"	"Europe"	"178"	"73"	"26"	"Right foot"	"CF"	"78"	"76"	"77"	"68"	"66"	"77"	"56"	"62"	"72"	"53"	"47"	"74"	"85"	"89"	"82"	"73"	"81"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"3"	"1"	"76"
"K. BOUTAÏB"	"9"	"YENI MALATYASPOR"	"Spor Toto Süper Lig"	"MOROCCO"	"Africa"	"190"	"80"	"31"	"Right foot"	"CF"	"79"	"75"	"74"	"70"	"75"	"75"	"64"	"72"	"80"	"58"	"59"	"79"	"74"	"72"	"73"	"80"	"80"	"40"	"40"	"40"	"40"	"40"	"79"	"2"	"3"	"6"	"3"	"76"
"OTÁVIO"	"5"	"BORDEAUX"	"Ligue 1 Conforama"	"BRAZIL"	"South America"	"176"	"72"	"24"	"Right foot"	"DMF"	"66"	"76"	"71"	"74"	"73"	"66"	"62"	"70"	"67"	"79"	"77"	"71"	"70"	"75"	"72"	"77"	"72"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"8"	"3"	"76"
"H. ARTER"	"7"	"SOUTH WALES"	"English League"	"IRELAND"	"Europe"	"176"	"70"	"29"	"Left foot"	"CMF"	"70"	"75"	"74"	"81"	"77"	"72"	"71"	"66"	"61"	"72"	"71"	"77"	"74"	"74"	"77"	"75"	"72"	"40"	"40"	"40"	"40"	"40"	"78"	"3"	"3"	"5"	"2"	"76"
"P. JANSSON"	"18"	"YORKSHIRE WHITES"	"English 2nd Division"	"SWEDEN"	"Europe"	"194"	"89"	"27"	"Right foot"	"CB"	"61"	"70"	"68"	"69"	"64"	"59"	"58"	"60"	"82"	"80"	"81"	"74"	"72"	"67"	"62"	"88"	"77"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"2"	"6"	"2"	"76"
"R. OLSEN"	"1"	"ROMA"	"Italian League"	"SWEDEN"	"Europe"	"196"	"88"	"28"	"Right foot"	"GK"	"50"	"56"	"49"	"52"	"61"	"44"	"53"	"59"	"70"	"71"	"58"	"69"	"54"	"57"	"65"	"83"	"72"	"85"	"81"	"78"	"87"	"87"	"58"	"1"	"2"	"7"	"2"	"76"
"L. ZUFFI"	"7"	"BASEL"	"Raiffeisen Super League"	"SWITZERLAND"	"Europe"	"180"	"70"	"28"	"Left foot"	"DMF"	"72"	"76"	"75"	"78"	"76"	"69"	"81"	"79"	"71"	"63"	"60"	"65"	"71"	"68"	"58"	"69"	"76"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"3"	"6"	"2"	"76"
"A. DJIKU"	"24"	"CAEN"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"182"	"74"	"24"	"Right foot"	"CB"	"72"	"70"	"71"	"69"	"72"	"57"	"59"	"72"	"71"	"78"	"77"	"73"	"80"	"78"	"70"	"81"	"77"	"40"	"40"	"40"	"40"	"40"	"81"	"2"	"2"	"5"	"2"	"76"
"I. AMADOU"	"5"	"AN WHITE RED"	"Spanish League"	"CAMEROON"	"Africa"	"184"	"82"	"25"	"Right foot"	"DMF"	"67"	"73"	"70"	"76"	"71"	"56"	"59"	"66"	"73"	"78"	"76"	"73"	"77"	"76"	"72"	"81"	"78"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"5"	"2"	"76"
"Y. CARDINALE"	"30"	"NICE"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"181"	"84"	"24"	"Right foot"	"GK"	"44"	"62"	"58"	"66"	"65"	"49"	"54"	"61"	"62"	"65"	"62"	"76"	"65"	"67"	"59"	"79"	"83"	"84"	"79"	"83"	"86"	"83"	"71"	"2"	"2"	"5"	"3"	"76"
"APODI"	"20"	"CHAPECOENSE"	"Campeonato Brasileiro"	"BRAZIL"	"South America"	"174"	"68"	"32"	"Right foot"	"RB"	"68"	"68"	"76"	"66"	"69"	"63"	"58"	"64"	"60"	"66"	"67"	"70"	"89"	"92"	"72"	"68"	"73"	"40"	"40"	"40"	"40"	"40"	"83"	"2"	"2"	"4"	"2"	"76"
"F. KAMANO"	"11"	"BORDEAUX"	"Ligue 1 Conforama"	"GUINEA"	"Africa"	"182"	"75"	"22"	"Right foot"	"LWF"	"77"	"76"	"76"	"74"	"69"	"74"	"58"	"70"	"69"	"55"	"59"	"78"	"81"	"79"	"74"	"78"	"74"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"3"	"2"	"76"
"V. LAURINI"	"2"	"FIORENTINA"	"Italian League"	"FRANCE"	"Europe"	"173"	"72"	"29"	"Right foot"	"RB"	"65"	"71"	"73"	"69"	"73"	"58"	"59"	"62"	"64"	"76"	"77"	"65"	"80"	"81"	"73"	"68"	"77"	"40"	"40"	"40"	"40"	"40"	"82"	"2"	"2"	"5"	"2"	"76"
"M. VALDIFIORI"	"16"	"SPAL"	"Italian League"	"ITALY"	"Europe"	"185"	"71"	"32"	"Right foot"	"DMF"	"60"	"77"	"72"	"82"	"85"	"58"	"74"	"78"	"66"	"69"	"70"	"76"	"64"	"67"	"70"	"70"	"66"	"40"	"40"	"40"	"40"	"40"	"73"	"3"	"2"	"5"	"2"	"76"
"A. MASINA"	"11"	"HERTFORDSHIRE"	"English League"	"ITALY"	"Europe"	"189"	"78"	"24"	"Left foot"	"LB"	"70"	"74"	"73"	"73"	"72"	"65"	"65"	"64"	"70"	"67"	"71"	"71"	"81"	"78"	"70"	"78"	"73"	"40"	"40"	"40"	"40"	"40"	"80"	"1"	"1"	"4"	"3"	"76"
"DANILO BARBOSA"	"21"	"NICE"	"Ligue 1 Conforama"	"BRAZIL"	"South America"	"183"	"74"	"22"	"Right foot"	"DMF"	"70"	"74"	"72"	"76"	"76"	"60"	"62"	"61"	"78"	"70"	"70"	"74"	"74"	"70"	"63"	"79"	"82"	"40"	"40"	"40"	"40"	"40"	"84"	"4"	"3"	"7"	"2"	"76"
"J. DENAYER"	"5"	"OLYMPIQUE LYONNAIS"	"Ligue 1 Conforama"	"BELGIUM"	"Europe"	"184"	"70"	"23"	"Right foot"	"CB"	"59"	"76"	"66"	"75"	"72"	"52"	"51"	"59"	"74"	"75"	"79"	"80"	"82"	"77"	"71"	"85"	"79"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"6"	"2"	"76"
"I. ORDETS"	"18"	"SHAKHTAR DONETSK"	"Other European Leagues"	"UKRAINE"	"Europe"	"194"	"82"	"26"	"Right foot"	"CB"	"58"	"68"	"55"	"73"	"66"	"49"	"56"	"61"	"80"	"85"	"83"	"75"	"77"	"66"	"63"	"89"	"75"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"5"	"2"	"76"
"A. EL GHAZI"	"22"	"WEST MIDLANDS VILLAGE"	"English 2nd Division"	"NETHERLANDS"	"Europe"	"189"	"90"	"23"	"Right foot"	"RWF"	"75"	"77"	"80"	"71"	"73"	"71"	"74"	"73"	"69"	"50"	"52"	"82"	"80"	"79"	"66"	"78"	"67"	"40"	"40"	"40"	"40"	"40"	"75"	"3"	"3"	"4"	"2"	"76"
"JONY"	"23"	"PV SKY BLUE WHITE"	"Spanish League"	"SPAIN"	"Europe"	"179"	"77"	"27"	"Left foot"	"LWF"	"75"	"75"	"76"	"75"	"76"	"73"	"74"	"79"	"62"	"60"	"58"	"74"	"79"	"78"	"74"	"72"	"63"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"2"	"5"	"3"	"76"
"C. RAMÍREZ"	"6"	"KRASNODAR"	"Russian Premier Liga"	"ECUADOR"	"South America"	"171"	"60"	"24"	"Left foot"	"LB"	"68"	"82"	"81"	"80"	"78"	"68"	"70"	"72"	"63"	"60"	"61"	"79"	"81"	"81"	"81"	"60"	"62"	"40"	"40"	"40"	"40"	"40"	"82"	"3"	"3"	"5"	"3"	"76"
"ÁLEX BERENGUER"	"21"	"TORINO"	"Italian League"	"SPAIN"	"Europe"	"175"	"73"	"23"	"Right foot"	"LWF"	"71"	"75"	"81"	"68"	"66"	"67"	"65"	"68"	"61"	"66"	"68"	"75"	"84"	"88"	"82"	"65"	"63"	"40"	"40"	"40"	"40"	"40"	"82"	"4"	"4"	"5"	"3"	"76"
"IVI LÓPEZ"	"7"	"CL PURPLE"	"Spanish League"	"SPAIN"	"Europe"	"174"	"74"	"24"	"Right foot"	"CF"	"71"	"84"	"86"	"76"	"77"	"76"	"77"	"70"	"61"	"51"	"55"	"82"	"72"	"87"	"77"	"69"	"66"	"40"	"40"	"40"	"40"	"40"	"76"	"1"	"1"	"6"	"2"	"76"
"J. LÖSSL"	"1"	"WEST YORKSHIRE TOWN"	"English League"	"DENMARK"	"Europe"	"195"	"89"	"29"	"Right foot"	"GK"	"66"	"77"	"67"	"67"	"68"	"67"	"64"	"64"	"70"	"74"	"62"	"70"	"76"	"74"	"56"	"71"	"74"	"92"	"82"	"84"	"81"	"84"	"72"	"1"	"2"	"4"	"1"	"76"
"Y. BODIGER"	"23"	"TOULOUSE"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"188"	"80"	"23"	"Left foot"	"DMF"	"70"	"77"	"66"	"73"	"75"	"70"	"72"	"70"	"73"	"73"	"78"	"69"	"72"	"73"	"70"	"76"	"75"	"40"	"40"	"40"	"40"	"40"	"75"	"1"	"2"	"5"	"2"	"76"
"SIDCLEY"	"17"	"DYNAMO KYIV"	"Other European Leagues"	"BRAZIL"	"South America"	"176"	"76"	"25"	"Left foot"	"LB"	"72"	"72"	"75"	"70"	"76"	"71"	"66"	"75"	"63"	"70"	"66"	"78"	"83"	"77"	"76"	"70"	"63"	"40"	"40"	"40"	"40"	"40"	"80"	"3"	"3"	"6"	"2"	"76"
"GERSON"	"8"	"FIORENTINA"	"Italian League"	"BRAZIL"	"South America"	"175"	"66"	"21"	"Left foot"	"AMF"	"70"	"83"	"76"	"80"	"75"	"65"	"73"	"73"	"67"	"71"	"69"	"68"	"75"	"78"	"75"	"69"	"69"	"40"	"40"	"40"	"40"	"40"	"76"	"3"	"2"	"3"	"2"	"76"
"C. YAMBERÉ"	"18"	"DIJON"	"Ligue 1 Conforama"	"CENTRAL AFRICAN REP."	"Africa"	"191"	"81"	"28"	"Right foot"	"CB"	"60"	"68"	"62"	"67"	"67"	"58"	"57"	"58"	"78"	"82"	"81"	"75"	"76"	"75"	"69"	"84"	"78"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"4"	"2"	"76"
"S. BERGWIJN"	"17"	"PSV"	"Eredivisie"	"NETHERLANDS"	"Europe"	"171"	"74"	"21"	"Right foot"	"LWF"	"77"	"76"	"79"	"70"	"69"	"70"	"64"	"77"	"68"	"54"	"46"	"74"	"83"	"87"	"86"	"73"	"72"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"4"	"2"	"76"
"ARITZ ELUSTONDO"	"15"	"PV BLUE WHITE"	"Spanish League"	"SPAIN"	"Europe"	"178"	"72"	"24"	"Right foot"	"CB"	"66"	"77"	"68"	"70"	"69"	"56"	"61"	"66"	"76"	"82"	"83"	"63"	"76"	"70"	"64"	"68"	"74"	"40"	"40"	"40"	"40"	"40"	"82"	"2"	"2"	"4"	"2"	"76"
"A. DIABY"	"23"	"SPORTING CP"	"Liga NOS"	"MALI"	"Africa"	"173"	"71"	"27"	"Left foot"	"CF"	"80"	"69"	"74"	"71"	"69"	"78"	"60"	"63"	"69"	"53"	"54"	"77"	"92"	"90"	"83"	"61"	"86"	"40"	"40"	"40"	"40"	"40"	"77"	"2"	"1"	"4"	"2"	"76"
"P. MANDALOS"	"20"	"AEK ATHENS"	"Other European Leagues"	"GREECE"	"Europe"	"176"	"72"	"27"	"Right foot"	"AMF"	"74"	"78"	"76"	"82"	"78"	"70"	"78"	"79"	"63"	"63"	"63"	"74"	"73"	"72"	"71"	"61"	"62"	"40"	"40"	"40"	"40"	"40"	"74"	"2"	"3"	"5"	"2"	"76"
